fid,pc11_state,pc11_distr,pc11_subdi,town_villa,year,Rainfed_cropland,Herbaceous_cover_cropland,Tree_or_shrub_cover_cropland,Irrigated_cropland,Open_evergreen_broadleaved_forest,Closed_evergreen_broadleaved_forest,Open_deciduous_broadleaved_forest,Closed_deciduous_broadleaved_forest,Open_evergreen_needle_leaved_forest,Closed_evergreen_needle_leaved_forest,Open_deciduous_needle_leaved_forest,Closed_deciduous_needle_leaved_forest,Open_mixed_leaf_forest,Closed_mixed_leaf_forest,Shrubland,Evergreen_shrubland,Deciduous_shrubland,Grassland,Lichens_and_mosses,Sparse_vegetation,Sparse_shrubland,Sparse_herbaceous,Swamp,Marsh,Flooded_flat,Saline,Mangrove,Salt_marsh,Tidal_flat,Impervious_surfaces,Bare_areas,Consolidated_bare_areas,Unconsolidated_bare_areas,Water_body,Permanent_ice_and_snow,Filled_value
629344,30,585,05613,Carambolim-Bozruco,1990,0.26,0.17,,,,234.85,0.43,97.55,,150.85,,,,,,0.43,,,,,,,,,,,,,,0.09,,,,,,
629345,30,585,05613,Velguem,1990,1.06,0.09,,1.44,,77.82,1.29,209.51,,145.10,,,,,,0.11,,0.17,,,,,0.75,3.39,1.13,,,,,,,,,2.19,,
629356,30,585,05613,Xelopo-Curdo,1990,0.39,,,0.38,,114.16,0.26,143.47,,192.07,,,,,,0.09,,1.98,,,,,,0.09,0.26,,,,,,,,,,,
629357,30,585,05613,Siranguli,1990,2.29,0.26,,,,191.62,,41.94,,77.13,,,,,0.17,1.21,,,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,1990,1.07,,,,,177.11,,66.73,,52.60,,,,,,0.75,,,,,,,,,,,,,,0.09,,,,,,
629359,30,585,05613,Assodem,1990,1.24,0.34,,0.14,,337.37,0.17,69.84,,97.16,,,,,,,,,,,,,,,,,,,,,,,,,,
629360,30,585,05613,Govanem,1990,,,,,,209.41,0.17,44.84,0.09,173.42,,,,,,0.26,,,,,,,,,,,,,,,,,,,,
629361,30,585,05613,Malpona,1990,0.26,,,0.69,,82.02,0.69,137.44,,156.61,,,,,0.26,,,1.90,,,,,,,,,,,,,,,,,,
629362,30,585,05613,Ambeli,1990,,,,0.09,,56.90,,31.34,,126.29,,,,,,,,,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,1990,0.17,0.17,,4.24,,228.54,0.78,512.47,,874.49,,,,,0.26,0.43,,1.38,,,,,0.60,0.86,0.09,,,,,,,,,,,
629364,30,585,05613,Conquirem,1990,0.75,0.26,,2.27,,94.39,0.44,224.36,,505.34,,,,,3.02,,,2.76,,,,,0.91,1.86,0.89,,,,,,,,,1.20,,
629376,30,585,05614,Gangem,1990,0.62,,,1.11,,160.94,0.26,81.33,,291.76,,,,,0.00,0.09,,,,,,,0.34,0.61,0.60,,,,,0.09,,,,4.25,,
629397,30,585,05614,Usgao,1990,33.16,3.54,,29.49,,362.52,6.03,1255.08,,802.53,,,,,8.45,0.17,,27.03,,,,,7.68,24.72,19.53,,,,,22.27,,,,67.28,,
629472,30,586,05617,Undorna,1990,,1.82,,0.86,,45.64,2.59,339.96,,143.12,,,,,0.69,,,0.35,,,,,0.52,7.50,5.26,,,,,,,,,25.19,,
629493,30,586,05617,Sulcorna,1990,0.09,,,0.09,,463.20,0.35,273.02,,547.05,,,,,0.17,12.57,,0.98,,,,,,,,,,,,,,,,,,
629495,30,586,05617,Cazur,1990,1.47,2.25,,,,463.65,,51.57,,167.48,,,,,0.17,19.14,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,1990,0.95,1.04,,0.43,,778.92,0.09,84.72,,262.02,,,,,0.17,32.14,,0.26,,,,,,,,,,,,,,,,,,
629500,30,586,05618,Piliem,1990,9.90,1.90,,6.86,,265.99,2.94,673.87,,236.86,,,,,7.79,0.17,,38.54,,,,,0.49,3.31,3.66,,,,,5.42,,,,2.05,,
629501,30,586,05618,Darbandora,1990,27.31,10.18,,17.67,,749.72,3.19,1694.23,,1832.71,,,,,19.19,0.86,,95.26,,,,,0.50,4.15,6.39,,,,,0.86,,,,2.43,,
629502,30,586,05618,Sancordem,1990,,,,,,317.19,,78.04,,396.70,,,,,0.09,,,4.05,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,1990,2.67,0.86,,6.66,,222.01,1.21,562.49,,854.02,,,,,0.69,,,7.56,,,,,0.18,0.43,0.52,,,,,,,,,0.26,,
629504,30,586,05618,Surla,1990,4.14,2.42,,2.81,,4676.66,0.83,479.25,,1330.11,,,,,0.26,15.70,,1.29,,,,,,,,,,,,0.09,,,,,,
629505,30,586,05618,Molem,1990,3.47,0.16,,11.56,,1879.88,0.60,510.66,,1347.83,,,,,0.17,3.26,,2.20,,,,,,,0.00,,,,,0.09,,,,,,
629506,30,586,05618,Caranzol,1990,0.78,0.43,,2.85,,2273.84,3.73,95.31,0.19,186.01,,,,,,8.16,,7.50,,,,,,,,,,,,,,,,,,
629507,30,586,05618,Colem,1990,10.33,3.31,,9.87,,951.64,2.85,872.78,,1146.26,,,,,0.52,0.70,,17.33,,,,,0.60,0.95,1.03,,,,,3.62,,,,0.95,,
629508,30,586,05618,Sigao,1990,12.34,3.51,,5.70,,285.16,2.33,1054.06,0.09,756.60,,,,,2.44,,,39.80,,,,,0.17,1.04,2.16,,,,,0.09,,,,3.80,,
629509,30,586,05618,Sangod,1990,3.90,1.12,,17.07,,359.09,2.43,1316.86,,1226.28,,,,,3.62,0.35,,54.47,,,,,1.19,1.45,0.26,,,,,0.09,,,,,,
629510,30,586,05618,Cormonem,1990,,0.05,,5.05,,26.09,0.28,254.38,,142.71,,,,,,,,0.09,,,,,0.11,0.09,,,,,,,,,,,,
629511,30,586,05618,Codli,1990,78.15,10.03,,17.28,,176.10,1.64,1323.85,0.09,572.89,,,,,27.07,,,120.49,,,,,0.27,3.06,17.53,,,,,0.43,,,,5.57,,
629514,30,586,05618,Bandoli,1990,20.43,5.10,,5.56,,89.89,0.52,576.83,,323.51,,,,,10.25,,,23.93,,,,,0.15,0.17,3.42,,,,,,,,,,,
629517,30,586,05618,Santona,1990,74.38,10.76,,10.39,,7.69,2.09,592.33,,154.01,,,,,19.87,,,77.68,,,,,,,12.18,,,,,0.36,,,,3.45,,
629518,30,586,05618,Calem,1990,3.15,4.44,,11.10,,758.87,0.43,1492.71,,1333.10,,,,,2.24,0.35,,8.63,,,,,0.09,0.43,,,,,,0.17,,,,,,
629519,30,586,05618,Sonauli,1990,0.26,,0.04,0.95,,2460.16,0.26,84.75,,134.01,,,,,,3.37,,0.09,,,,,,,,,,,,,,,,,,
629520,30,586,05618,Boma,1990,,,,,,794.45,,5.62,,19.33,,,,,,0.35,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,1990,,,,,,1007.54,,10.62,,37.62,,,,,,0.17,,,,,,,,,,,,,,,,,,0.09,,
629522,30,586,05618,Dongurli,1990,,,,,,878.00,,42.93,,177.84,,,,,,0.09,,,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,1990,8.24,1.04,,1.61,,793.16,0.35,233.48,,218.37,,,,,1.73,0.69,,8.97,,,,,,,1.71,,,,,,,,,,,
629524,30,586,05618,Maulinguem,1990,0.17,,,,,212.91,,161.89,,145.80,,,,,,0.09,,0.72,,,,,,,,,,,,,,,,,,
629525,30,586,05618,Dudal,1990,0.26,0.60,,0.09,,84.02,0.17,388.69,,241.86,,,,,1.47,,,5.53,,,,,,,0.26,,,,,,,,,,,
629531,30,586,05618,Xelpem,1990,1.04,0.52,,0.69,,22.55,1.04,190.09,,77.85,,,,,0.35,0.09,,1.18,,,,,3.26,9.21,11.05,,,,,0.58,,,,76.51,,
629532,30,586,05618,Salauli,1990,1.04,5.70,0.09,0.17,,93.95,12.07,367.43,,211.66,,,,,2.16,,,1.54,,,,,2.43,38.77,53.31,,,,,,,,,248.29,,
629533,30,586,05618,Uguem,1990,7.94,1.21,,9.00,,163.29,2.58,903.69,,617.30,,,,,1.05,,,2.66,,,,,0.26,4.90,12.63,,,,,1.98,,,,35.44,,
629534,30,586,05618,Tudou,1990,4.27,0.26,,4.32,,629.46,0.35,287.42,0.26,389.12,,,,,0.78,2.31,,7.86,,,,,0.09,0.35,2.52,,,,,,,,,0.09,,
629535,30,586,05618,Potrem,1990,0.69,0.17,,0.96,,1695.21,0.09,122.09,,328.09,,,,,0.60,4.82,,2.47,,,,,,,,,,,,,,,,,,
629536,30,586,05618,Bati,1990,3.11,0.86,,3.19,,1393.26,2.93,479.71,,961.37,,,,,0.33,1.29,,8.49,,,,,,,,,,,,,,,,,,
629537,30,586,05618,Cumbari,1990,,,,0.44,,2412.29,0.46,68.54,,243.51,,,,,,3.71,,0.35,,,,,,,,,,,,,,,,0.17,,
629538,30,586,05618,Viliena,1990,0.17,,,5.09,,70.91,0.09,114.52,,201.41,,,,,,,,0.09,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,1990,,,,0.26,,728.31,,14.17,,97.78,,,,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,1990,0.17,0.17,,9.51,,261.27,20.35,892.89,0.26,606.40,,,,,0.17,0.52,,5.18,,,,,5.87,39.01,43.62,,,,,0.09,,,,50.67,,
629541,30,586,05618,Porteem,1990,0.09,0.17,,3.01,,197.77,13.74,241.92,,415.52,,,,,,,,,,,,,3.01,57.44,51.11,,,,,,,,,241.12,,
629542,30,586,05618,Curdi,1990,0.43,0.26,,0.09,,261.75,10.71,423.76,0.17,302.30,,,,,,6.05,,4.23,,,,,3.61,51.97,68.52,,,,,,,,,293.00,,
629546,30,586,05618,Vichundrem,1990,,,,4.66,,151.38,0.09,212.10,,696.66,,,,,,21.86,,0.78,,,,,,,,,,,,,,,,,,
629547,30,586,05618,Sigonem,1990,,,,,,2065.82,,3.11,,32.04,,,,,,3.20,,,,,,,,,,,,,,,,,,,,
629548,30,586,05618,Netorli,1990,3.11,0.26,,22.38,,2082.48,0.78,383.27,,1563.29,,,,,0.17,139.03,,1.73,,,,,,,,,,,,0.17,,,,,,
629549,30,586,05618,Nundem,1990,2.42,1.81,,0.09,,561.30,,59.78,,198.92,,,,,0.17,20.02,,0.09,,,,,,,,,,,,,,,,,,
629550,30,586,05618,Verlem,1990,1.04,1.12,,0.86,,3471.89,1.21,142.81,0.43,638.71,,,,,3.28,197.07,,3.28,,,,,,,,,,,,,,,,,,
629556,30,586,05619,Gaodongrem,1990,107.13,53.80,3.06,10.73,,1546.82,1.97,2185.19,0.09,2266.10,,,,,8.27,301.22,,0.09,,,,,0.42,0.17,,,,,,1.10,,,,,,
629557,30,586,05619,Poinguinim,1990,49.24,25.71,23.33,56.36,,348.78,2.94,1493.67,0.43,884.39,,,,,4.40,18.57,,80.64,,,,,1.60,3.66,3.18,,,,,3.41,,,,6.27,,
629559,30,586,05619,Cotigao,1990,77.85,30.27,7.95,11.58,,6976.26,0.78,835.98,0.09,2938.15,,,,,2.61,193.09,,2.38,,,,,,,,,,,,0.35,,,,,,
629225,30,585,05610,Penha-de-Franca,1995,41.52,2.50,,25.63,,4.57,5.60,334.73,,17.09,,,,,8.62,,,4.48,,,,,0.09,2.79,3.65,,,,,12.08,,,,23.76,,
629226,30,585,05610,Salvador do Mundo,1995,93.64,1.72,,28.14,,61.54,5.97,576.96,0.09,216.73,,,,,5.50,,,4.40,,,,,4.42,37.71,58.58,,0.09,,,2.73,,,,106.42,,
629231,30,585,05611,Chorao,1995,217.60,28.33,0.43,49.24,,20.19,2.24,738.99,,43.04,,,,,30.38,,,1.98,,,,,37.99,99.54,119.25,,0.09,,,0.95,,,,371.89,,
629234,30,585,05611,Navelim,1995,50.84,4.03,,12.02,,1.38,3.18,171.20,,2.87,,,,,11.24,,,,,,,,3.62,64.96,75.54,,,,,0.17,,,,252.91,,
629255,30,585,05611,Chimbel,1995,6.42,0.17,,3.96,,2.51,13.00,281.18,,84.50,,,,,0.27,,,4.77,,,,,,7.06,5.42,,,,,4.37,,,,85.32,,
629261,30,585,05611,Panaji,1995,237.84,8.73,,212.19,,21.42,25.87,1466.67,0.17,152.27,,,,,31.02,,,46.29,,,,,8.10,83.27,76.40,,0.09,,,90.24,,,,268.99,,
629292,30,585,05613,Siroli,1995,0.26,,,1.47,,151.63,0.17,111.29,,68.04,,,,,,0.26,,,,,,,,,,,,,,,,,,,,
629293,30,585,05613,Anjunem,1995,0.09,,,0.95,,130.78,0.09,12.07,,17.11,,,,,,1.28,,,,,,,0.17,3.32,17.54,,,,,,,,,15.55,,
629294,30,585,05613,Quelaudem,1995,,,,0.17,,240.39,0.09,9.44,,29.37,,,,,,3.48,,,,,,,0.17,2.00,6.99,,,,,,,,,9.44,,
629295,30,585,05613,Ponsuli,1995,0.17,0.17,,1.27,,248.39,0.09,20.43,,60.44,,,,,,0.78,,,,,,,,0.33,2.33,,,,,,,,,,,
629296,30,585,05613,Choraundem,1995,5.07,1.72,,0.09,,378.33,0.78,129.30,,99.21,,,,,0.34,10.57,,,,,,,,,,,,,,0.43,,,,,,
629297,30,585,05613,Ivrem-Buzruco,1995,12.75,1.29,,0.26,,182.57,0.26,189.99,,87.09,,,,,0.26,9.69,,,,,,,,,,,,,,1.12,,,,,,
629298,30,585,05613,Ivrem-Curdo,1995,6.90,0.09,,0.17,,177.36,,80.20,,99.25,,,,,0.34,1.36,,,,,,,,,,,,,,0.26,,,,,,
629299,30,585,05613,Golauli,1995,0.51,,,1.08,,428.93,0.83,107.44,,91.24,,,,,0.09,8.99,,,,,,,,,,,,,,,,,,,,
629300,30,585,05613,Surla,1995,0.09,,,0.38,,1127.37,1.37,193.03,0.09,121.57,,,,,,26.87,,5.05,,,,,,,,,,,,,,,,,,
629301,30,585,05613,Satrem,1995,0.26,,,1.36,,1928.82,0.60,106.12,,80.57,,,,,,28.71,,,,,,,,,,,,,,,,,,,,
629302,30,585,05613,Derodem,1995,,,,1.44,,1215.95,1.04,59.66,,54.23,,,,,,1.98,,4.52,,,,,,,,,,,,,,,,,,
629303,30,585,05613,Codal,1995,,,,0.89,,1054.19,,84.48,,159.96,,,,,,9.11,,,,,,,,,,,,,,,,,,,,
629304,30,585,05613,Rivem,1995,0.87,,,2.51,,314.28,0.26,54.33,,137.81,,,,,,2.04,,,,,,,,,,,,,,,,,,,,
629305,30,585,05613,Dongurli,1995,32.23,0.52,,20.74,,164.93,1.12,352.27,,253.72,,,,,1.29,0.34,,,,,,,,,,,,,,3.37,,,,,,
629306,30,585,05613,Pale,1995,2.17,0.09,,0.59,,363.90,0.34,235.30,,169.25,,,,,0.26,4.88,,,,,,,,,,,,,,0.63,,,,,,
629307,30,585,05613,Gululem,1995,,,,1.16,,602.91,0.43,19.35,,40.21,,,,,,0.69,,,,,,,0.43,7.45,24.07,,,,,,,,,81.95,,
629308,30,585,05613,Querim,1995,0.60,,,2.14,,731.36,1.03,209.61,,281.07,,,,,,0.97,,,,,,,0.69,0.77,,,,,,2.67,,,,0.69,,
629310,30,585,05613,Saleli,1995,13.80,2.07,,4.60,,176.47,0.26,486.68,,177.44,,,,,6.90,1.55,,0.34,,,,,,,,,,,,0.60,,,,,,
629311,30,585,05613,Zormen,1995,0.60,0.17,,0.09,,358.13,1.38,167.43,,214.98,,,,,,10.08,,,,,,,,,,,,,,,,,,,,
629312,30,585,05613,Dabem,1995,0.60,0.09,,0.43,,138.93,0.34,107.15,,139.39,,,,,,0.28,,,,,,,,,,,,,,,,,,,,
629313,30,585,05613,Compordem,1995,7.25,1.12,,1.34,,223.69,1.03,324.63,,161.96,,,,,1.21,1.16,,,,,,,,,,,,,,1.12,,,,,,
629314,30,585,05613,Edorem,1995,1.64,0.26,,1.20,,31.53,,36.71,,73.27,,,,,,,,,,,,,,,,,,,,,,,,,,
629315,30,585,05613,Naneli,1995,2.43,1.90,,2.14,,89.65,0.43,293.53,,247.27,,,,,0.43,1.12,,,,,,,,,,,,,,0.23,,,,,,
629316,30,585,05613,Carambolim-Brama,1995,0.42,,,4.09,,207.80,0.09,150.34,,133.96,,,,,,0.09,,,,,,,,,,,,,,,,,,,,
629317,30,585,05613,Xelopo-Buzruco,1995,0.43,,,1.12,,28.40,0.26,94.47,,77.46,,,,,,,,,,,,,,,,,,,,,,,,,,
629318,30,585,05613,Sigonem,1995,0.09,0.09,,0.34,,176.52,,46.65,,81.41,,,,,,0.09,,,,,,,,,,,,,,,,,,,,
629319,30,585,05613,Maloli,1995,0.26,,,2.22,,192.45,0.26,167.13,,198.43,,,,,,0.95,,,,,,,,,,,,,,,,,,,,
629320,30,585,05613,Nanorem,1995,0.34,,,1.23,,182.71,0.48,71.17,,89.41,,,,,,,,0.01,,,,,,,,,,,,,,,,,,
629321,30,585,05613,Vainguinim,1995,,,,0.09,,809.74,,11.22,,15.81,,,,,,,,,,,,,0.09,,,,,,,,,,,,,
629322,30,585,05613,Zarani,1995,0.09,,,1.88,,693.50,0.67,24.15,0.09,80.15,,,,,,4.35,,0.16,,,,,1.96,0.92,0.09,,,,,,,,,0.17,,
629323,30,585,05613,Ustem,1995,0.28,,,3.36,,151.83,0.56,132.19,0.26,129.08,,,,,,,,,,,,,0.37,1.36,1.21,,,,,0.09,,,,0.97,,
629324,30,585,05613,Davem,1995,0.52,,,1.34,,181.37,0.34,203.16,,230.18,,,,,,0.26,,,,,,,0.86,1.48,0.43,,,,,0.09,,,,,,
629325,30,585,05613,Bombedem,1995,,,,,,18.90,,13.50,,22.27,,,,,,,,,,,,,,,,,,,,,,,,,,
629326,30,585,05613,Ambedem,1995,,,,1.60,,26.77,,34.52,,52.56,,,,,,,,,,,,,,,,,,,,,,,,,,
629327,30,585,05613,Nagargao,1995,0.10,0.26,,2.14,,38.61,0.26,78.03,,62.05,,,,,,0.46,,,,,,,,,,,,,,,,,,,,
629328,30,585,05613,Satorem,1995,0.22,,,0.58,,30.81,0.09,82.31,,86.14,,,,,,0.06,,,,,,,,,,,,,,0.09,,,,,,
629329,30,585,05613,Mauzi,1995,8.53,0.86,,3.45,,89.82,1.29,255.20,,266.88,,,,,0.52,0.41,,,,,,,,,,,,,,0.86,,,,,,
629330,30,585,05613,Buimpal,1995,4.14,0.43,,0.86,,100.85,0.17,179.08,,131.91,,,,,0.95,,,0.09,,,,,,,,,,,,0.52,,,,,,
629331,30,585,05613,Cumarconda,1995,1.07,0.09,,1.21,,133.84,0.35,100.60,,307.35,,,,,0.26,0.09,,,,,,,,,,,,,,,,,,,,
629339,30,585,05613,Sanvordem,1995,0.03,,,1.03,,100.95,1.03,108.30,,117.05,,,,,,0.66,,,,,,,1.02,2.20,,,,,,,,,,0.44,,
629340,30,585,05613,Sonal,1995,0.28,,,3.95,,63.85,0.17,130.81,,109.90,,,,,0.09,0.25,,0.09,,,,,1.06,1.88,2.17,,,,,,,,,1.63,,
629341,30,585,05613,Codvol,1995,0.17,,,3.15,,826.76,0.01,13.20,,22.15,,,,,,0.10,,,,,,,0.58,0.51,,,,,,,,,,0.17,,
629342,30,585,05613,Pendral,1995,0.09,,,1.69,,1681.21,0.15,22.18,,72.53,,,,,,1.76,,,,,,,0.44,0.54,,,,,,,,,,0.00,,
629343,30,585,05613,Caranzol,1995,7.36,5.52,,4.19,,2855.00,0.34,341.94,,757.65,,,,,0.26,9.31,,0.86,,,,,2.29,2.28,1.11,,,,,0.43,,,,0.93,,
629344,30,585,05613,Carambolim-Bozruco,1995,0.26,0.17,,,,234.71,0.43,97.98,,150.57,,,,,,0.43,,,,,,,,,,,,,,0.09,,,,,,
629345,30,585,05613,Velguem,1995,1.23,0.09,,1.31,,86.45,1.29,198.33,,146.61,,,,,,0.11,,0.17,,,,,0.85,4.66,0.59,,,,,,,,,2.36,,
629356,30,585,05613,Xelopo-Curdo,1995,1.69,0.09,,0.55,,114.33,0.26,141.05,,191.29,,,,,0.43,0.09,,2.16,,,,,,0.09,0.78,,,,,,,,,0.34,,
629357,30,585,05613,Siranguli,1995,2.29,0.26,,,,193.09,,42.03,,75.32,,,,,0.17,1.47,,,,,,,,,,,,,,,,,,,,
629358,30,585,05613,Sirsodem,1995,1.07,,,,,177.11,,67.07,,52.25,,,,,,0.75,,,,,,,,,,,,,,0.09,,,,,,
629359,30,585,05613,Assodem,1995,1.24,0.34,,0.14,,337.86,0.17,70.10,,96.40,,,,,,,,,,,,,,,,,,,,,,,,,,
629360,30,585,05613,Govanem,1995,,,,,,210.59,0.17,44.58,0.09,172.50,,,,,,0.26,,,,,,,,,,,,,,,,,,,,
629361,30,585,05613,Malpona,1995,,,,0.69,,82.45,0.69,137.44,,156.61,,,,,0.09,,,1.90,,,,,,,,,,,,,,,,,,
629362,30,585,05613,Ambeli,1995,,,,0.09,,57.46,,31.42,,125.65,,,,,,,,,,,,,,,,,,,,,,,,,,
629363,30,585,05613,Melauli,1995,0.26,0.17,,4.41,,233.44,0.78,513.16,,867.32,,,,,0.26,0.60,,1.47,,,,,0.86,1.76,,,,,,,,,,,,
629364,30,585,05613,Conquirem,1995,0.78,0.60,,2.53,,92.77,0.44,226.26,,503.42,,,,,2.85,,,3.10,,,,,1.04,2.80,0.68,,,,,,,,,1.17,,
629376,30,585,05614,Gangem,1995,0.62,,,1.07,,160.49,0.26,80.22,,293.17,,,,,,,,0.00,,,,,0.58,1.38,0.47,,,,,0.09,,,,3.64,,
629397,30,585,05614,Usgao,1995,32.65,1.04,,31.02,,376.86,6.03,1250.05,,799.69,,,,,3.45,0.26,,22.55,,,,,10.72,29.66,20.07,,,,,23.91,,,,61.55,,
629472,30,586,05617,Undorna,1995,,0.61,,0.95,,46.98,2.59,334.98,,141.12,,,,,0.95,,,0.26,,,,,0.78,7.94,8.44,,,,,,,,,27.89,,
629493,30,586,05617,Sulcorna,1995,0.09,,,0.09,,460.97,0.35,274.75,,547.58,,,,,0.17,12.54,,0.98,,,,,,,,,,,,,,,,,,
629495,30,586,05617,Cazur,1995,1.47,2.25,,,,465.98,,53.04,,163.58,,,,,0.17,19.25,,,,,,,,,,,,,,,,,,,,
629496,30,586,05617,Mangal,1995,1.04,1.04,,0.35,,776.50,0.09,86.55,,261.65,,,,,0.17,33.09,,0.26,,,,,,,,,,,,,,,,,,
629500,30,586,05618,Piliem,1995,11.20,1.38,,6.85,,267.14,2.94,673.36,,235.81,,,,,6.32,0.17,,38.37,,,,,0.92,5.10,2.89,,,,,5.76,,,,1.55,,
629501,30,586,05618,Darbandora,1995,39.49,6.50,,18.19,,753.01,3.19,1684.11,,1828.15,,,,,23.66,0.86,,91.26,,,,,1.12,4.35,7.41,,,,,0.86,,,,2.49,,
629502,30,586,05618,Sancordem,1995,,,,,,316.47,,77.78,,397.68,,,,,0.09,,,4.05,,,,,,,,,,,,,,,,,,
629503,30,586,05618,Aglote,1995,2.93,0.17,,6.75,,225.64,1.21,558.84,,853.72,,,,,0.52,,,7.56,,,,,0.48,1.14,0.52,,,,,,,,,0.09,,
629504,30,586,05618,Surla,1995,4.49,2.50,,3.42,,4692.26,0.83,471.23,,1321.77,,,,,0.26,15.44,,1.29,,,,,,,,,,,,0.09,,,,,,
629505,30,586,05618,Molem,1995,4.16,0.16,,12.08,,1876.28,0.60,511.72,,1349.32,,,,,0.26,3.09,,2.12,,,,,,,0.01,,,,,0.09,,,,,,
629506,30,586,05618,Caranzol,1995,0.86,0.43,,3.89,,2274.94,3.73,93.85,0.19,185.82,,,,,,7.42,,7.50,,,,,,0.17,,,,,,,,,,,,
629507,30,586,05618,Colem,1995,12.43,2.71,,10.22,,946.16,2.85,876.43,,1145.34,,,,,0.61,0.70,,17.04,,,,,0.78,2.24,1.63,,,,,3.62,,,,,,
629508,30,586,05618,Sigao,1995,16.11,3.00,,6.99,,285.93,2.59,1051.87,0.09,750.19,,,,,3.82,,,39.12,,,,,0.43,2.85,2.76,,,,,0.09,,,,3.45,,
629509,30,586,05618,Sangod,1995,7.28,2.39,,17.98,,360.53,2.52,1315.29,,1212.50,,,,,7.09,0.35,,57.20,,,,,1.99,2.28,0.26,,,,,0.09,,,,0.43,,
629510,30,586,05618,Cormonem,1995,,,,5.28,,26.09,0.28,253.93,,142.72,,,,,,,,0.09,,,,,0.28,0.18,,,,,,,,,,,,
629511,30,586,05618,Codli,1995,101.06,12.88,,17.00,,172.84,1.73,1283.37,0.09,574.59,,,,,25.43,,,112.63,,,,,0.20,4.15,26.51,,,,,0.43,,,,21.55,,
629514,30,586,05618,Bandoli,1995,25.13,4.76,,4.10,,89.71,0.52,573.04,,325.05,,,,,10.72,,,24.07,,,,,0.23,0.26,0.52,,,,,,,,,1.66,,
629517,30,586,05618,Santona,1995,93.55,13.08,,9.69,,7.22,2.17,570.81,,153.09,,,,,19.48,,,78.34,,,,,,0.43,11.13,,,,,0.36,,,,5.82,,
629518,30,586,05618,Calem,1995,3.32,3.54,,11.28,,751.69,0.43,1492.43,,1340.94,,,,,2.42,0.35,,8.54,,,,,0.09,0.52,,,,,,0.17,,,,,,
629519,30,586,05618,Sonauli,1995,0.26,,0.04,1.12,,2457.51,0.26,85.88,,135.37,,,,,,3.37,,0.09,,,,,,,,,,,,,,,,,,
629520,30,586,05618,Boma,1995,,,,,,792.68,,7.43,,18.86,,,,,,0.78,,,,,,,,,,,,,,,,,,,,
629521,30,586,05618,Oxel,1995,,,,,,1006.54,,11.23,,38.09,,,,,,0.17,,,,,,,,,,,,,,,,,,,,
629522,30,586,05618,Dongurli,1995,,,,,,875.20,,43.10,,180.47,,,,,,0.09,,,,,,,,,,,,,,,,,,,,
629523,30,586,05618,Patiem,1995,15.05,1.30,,2.45,,794.09,0.35,222.97,,212.46,,,,,2.68,0.86,,11.69,,,,,,0.60,1.80,,,,,,,,,3.04,,
629524,30,586,05618,Maulinguem,1995,0.17,,,,,212.00,,162.79,,145.38,,,,,0.43,0.09,,0.72,,,,,,,,,,,,,,,,,,
629525,30,586,05618,Dudal,1995,0.26,0.43,,0.09,,85.75,0.17,387.43,,241.99,,,,,1.29,,,5.54,,,,,,,,,,,,,,,,,,
629531,30,586,05618,Xelpem,1995,0.86,0.60,,0.60,,24.19,1.04,189.80,,76.18,,,,,0.09,,,1.05,,,,,2.07,5.91,9.71,,,,,0.58,,,,83.30,,
629532,30,586,05618,Salauli,1995,1.25,0.52,0.09,0.26,,87.28,11.90,356.42,,208.58,,,,,2.94,,,1.12,,,,,1.39,17.32,72.92,,,,,,,,,276.64,,
629533,30,586,05618,Uguem,1995,10.57,0.52,,9.60,,169.28,2.58,900.42,,609.42,,,,,0.66,0.09,,1.83,,,,,0.25,3.02,14.13,,,,,1.98,,,,39.56,,
629534,30,586,05618,Tudou,1995,7.83,0.86,,5.30,,636.43,0.43,288.43,0.26,375.10,,,,,4.06,2.33,,5.75,,,,,,0.09,1.65,,,,,,,,,0.94,,
629535,30,586,05618,Potrem,1995,0.69,0.43,,0.96,,1698.76,0.09,129.16,,311.83,,,,,1.04,5.87,,6.37,,,,,,,,,,,,,,,,,,
629536,30,586,05618,Bati,1995,5.01,0.60,,3.19,,1396.91,3.01,480.85,,953.25,,,,,0.81,1.38,,9.00,,,,,0.09,,,,,,,,,,,0.43,,
629537,30,586,05618,Cumbari,1995,,,,0.44,,2411.60,0.46,69.32,,243.95,,,,,,3.37,,0.35,,,,,,,,,,,,,,,,,,
629538,30,586,05618,Viliena,1995,0.17,,,5.26,,71.08,0.09,115.99,,199.42,,,,,,0.09,,0.17,,,,,,,,,,,,,,,,,,
629539,30,586,05618,Dongor,1995,,,,0.26,,729.87,,12.68,,97.71,,,,,,,,,,,,,,,,,,,,,,,,,,
629540,30,586,05618,Naiquinim,1995,0.17,0.09,,9.42,,268.25,19.72,853.78,0.26,589.62,,,,,0.17,2.16,,5.18,,,,,8.68,53.43,62.90,,,,,0.09,,,,62.24,,
